Gene1,Gene2,corVal,pValue
SPRR2B,KRT31,0.122232354043051,3.56170769073961e-228
SPRR2B,NPY,0.122175702579744,5.79077862649467e-228
SYNDIG1,TBX4,0.122154502625971,6.94544970635453e-228
TBX4,SYNDIG1,0.12215450262597,6.94544970639409e-228
MTNR1B,CLEC1B,0.122146469775988,7.44074846133964e-228
LCE1F,TREML1,0.122120499065212,9.29659497588796e-228
DUOXA2,PIGR,0.122102324201213,1.08639855610585e-227
SLC18A2,CALCA,0.122042192126209,1.81881241075964e-227
CALCA,SLC18A2,0.122042192126208,1.81881241077249e-227
RHCG,PCDH11X,0.122017845409608,2.24062378718274e-227
PADI3,AGER,0.12200081440135,2.59251402435403e-227
KCNH7,IDO2,0.12198941862307,2.85828944054265e-227
SSTR1,SPRR2B,0.121966440565018,3.47982715433106e-227
RNF150,SEMA3D,0.121911485649156,5.5700420615289e-227
SEMA3D,RNF150,0.121911485649153,5.57004206164881e-227
ABCB5,SHD,0.121857345954151,8.85189042510116e-227
SHD,ABCB5,0.121857345954151,8.8518904251062e-227
CNTN6,NFE2,0.121841662002755,1.0122757196175e-226
DNTT,SOST,0.121835986414315,1.06262642924171e-226
RHAG,IGFL1,0.121822185089967,1.19575163109004e-226
ANKS4B,TNP1,0.121774712726854,1.79438441529516e-226
DIRAS1,STC1,0.121747313716401,2.267887031136e-226
STC1,DIRAS1,0.1217473137164,2.26788703115047e-226
SATL1,SLC22A16,0.121734614829156,2.52785453240924e-226
NKX2-4,OPRK1,0.12167753378187,4.11661548818087e-226
MS4A14,OPRK1,0.121592772245518,8.48874011426127e-226
RPS27L,BAX,0.121575028153911,9.87668777713956e-226
BAX,RPS27L,0.121575028153908,9.87668777732294e-226
ANKS4B,PCSK2,0.121539508141928,1.33732149624193e-225
MT-CYB,MT-CO3,0.121492533905485,1.99638766027066e-225
MT-CO3,MT-CYB,0.121492533905484,1.99638766027816e-225
KCNH7,LYPD2,0.121473991272727,2.33837553080553e-225
NPY,PADI3,0.121408568253585,4.0842360709898e-225
UGT2B7,PCSK2,0.121358049156228,6.28117937292502e-225
F2,CRABP1,0.121304738803841,9.89038077244143e-225
TRIM58,SNCA,0.121301028776905,1.02077840611852e-224
SNCA,TRIM58,0.121301028776885,1.02077840629543e-224
AICDA,VHLL,0.121298978026942,1.03875778031649e-224
VHLL,AICDA,0.121298978026942,1.03875778031779e-224
MS4A14,IGFL1,0.121279752312876,1.22347902536881e-224
DNAH3,CFAP157,0.121267928787691,1.35302333117619e-224
CFAP157,DNAH3,0.121267928787637,1.35302333180415e-224
SATL1,TRIM58,0.121219823081157,2.03748988826472e-224
SPINK5,MMP10,0.121206898103219,2.27431981468953e-224
MMP10,SPINK5,0.121206898103216,2.274319814753e-224
TSPO2,ERFE,0.121188086406542,2.66900198950556e-224
ERFE,TSPO2,0.121188086406378,2.66900199321602e-224
SST,ARHGAP6,0.1211390540637,4.0498635212329e-224
ENDOU,DUOXA2,0.121072922711931,7.10500623339162e-224
SPRR2F,SPRR3,0.121067176042402,7.46056708800507e-224
LCE1F,TMPRSS9,0.120978531950025,1.58405732251159e-223
KRT23,HTR3E,0.120937250198945,2.24890478885394e-223
HTR3E,KRT23,0.120937250198927,2.24890478919426e-223
SST,DMBT1,0.120915638788603,2.7016438552052e-223
CORO1A,ACTB,0.120829190020632,5.62498572453776e-223
ACTB,CORO1A,0.120829190020628,5.62498572472422e-223
SST,CRYM,0.120777403271082,8.72572089371094e-223
DUOXA2,TBX5,0.120510464371487,8.36264320313639e-222
PTMS,LAG3,0.120468070587424,1.19679957652518e-221
LAG3,PTMS,0.120468070587423,1.19679957653643e-221
LCE3E,ELANE,0.120445848375087,1.44411919591781e-221
HLA-DRB1,HLA-DRB5,0.120439485342911,1.52391236531544e-221
HLA-DRB5,HLA-DRB1,0.120439485342911,1.52391236532186e-221
HRCT1,RHCG,0.120355684625167,3.09350789313764e-221
SPRR2F,PADI3,0.120315083395457,4.35863854894816e-221
SOST,ANKS4B,0.120255707020588,7.19470354509181e-221
SIGLEC6,CETP,0.120167164427394,1.51840459959784e-220
CETP,SIGLEC6,0.120167164427385,1.51840459971356e-220
ENDOU,OPRK1,0.120086382338945,2.99997402871673e-220
CLEC1B,XK,0.120079440579391,3.18068460493405e-220
TREML1,IGFL1,0.120073711893019,3.33797735567062e-220
ASGR2,FGA,0.120009115153212,5.75160225391488e-220
FGA,ASGR2,0.12000911515321,5.75160225402888e-220
DUOXA2,GPNMB,0.119992721419366,6.60296550114157e-220
ANKS4B,CYP26C1,0.119935287495294,1.07078569644026e-219
LCE1F,SOX6,0.119908537363777,1.3410928905605e-219
FER1L5,IGFL1,0.119838982902077,2.407329065884e-219
C2orf73,TUBB1,0.119709779919881,7.13019167925883e-219
ANKS4B,POTEI,0.119692808467507,8.22251894229141e-219
PADI3,FAM9C,0.119592931283084,1.90163030538073e-218
TMEM40,SST,0.119529371299819,3.2410334483603e-218
PDZRN4,PLA2R1,0.119472629718885,5.21547408594746e-218
PLA2R1,PDZRN4,0.119472629718883,5.2154740860339e-218
PCSK2,AGER,0.11946780132489,5.43088404201142e-218
TNS1,DUOXA2,0.119398670447817,9.69274407198039e-218
MPIG6B,SATL1,0.119390746241422,1.03579642167099e-217
HPGDS,GAP43,0.119338470568451,1.60472307829989e-217
GAP43,HPGDS,0.119338470568422,1.60472307868461e-217
FRMPD4,UPK1B,0.1193232808045,1.82233815242376e-217
UPK1B,FRMPD4,0.119323280804497,1.82233815246943e-217
HSPA8,DNAJA1,0.119259708266264,3.10238527605377e-217
DNAJA1,HSPA8,0.119259708266263,3.10238527607957e-217
CLEC4M,SPRR2F,0.119253340082056,3.27216479653813e-217
TSPO2,CLEC1B,0.119242471181372,3.58364911756235e-217
SOST,IGFL1,0.119235358572876,3.80334690822774e-217
PADI3,TRIM10,0.119194948608127,5.33270188016664e-217
USP51,MAGEH1,0.119184781980195,5.80587348532791e-217
MAGEH1,USP51,0.119184781980192,5.80587348548763e-217
HCN1,EPS8L3,0.119124931504971,9.5752455731924e-217
CETP,HRCT1,0.119053262482137,1.74257359300342e-216
HRCT1,CETP,0.119053262482135,1.74257359302953e-216
ARNT2,CCDC63,0.119043085199967,1.89716441781338e-216
CCDC63,ARNT2,0.11904308519995,1.89716441806926e-216
PRG2,PAGE2,0.118980927371097,3.18776444553499e-216
PAGE2,PRG2,0.118980927371068,3.18776444630358e-216
TVP23A,DUOXA2,0.118972193331655,3.42882830615155e-216
WFDC5,CRNN,0.118971553018466,3.44720157478957e-216
HSP90AA1,HSP90AB1,0.118953107355959,4.02087978263436e-216
HSP90AB1,HSP90AA1,0.118953107355959,4.02087978265223e-216
LCE1F,MB,0.118892055280213,6.6914796295692e-216
SPRR2B,SOST,0.118774143827277,1.78814818044872e-215
PF4V1,LCE3E,0.118770600423202,1.8417265825844e-215
ENAM,LY6G6F,0.118691174224674,3.56880078279312e-215
LY6G6F,RNASE3,0.118453685543659,2.57264393026859e-214
SLC22A16,CLEC1B,0.118451018303801,2.63029390618322e-214
SPRR2B,PRKG1,0.118439969214413,2.88318147298758e-214
IFIT1B,KRT1,0.118404940541461,3.85690012791904e-214
KRT1,IFIT1B,0.118404940541443,3.85690012846716e-214
PRTN3,DNTT,0.11836122021138,5.54506006488024e-214
LCE1F,AKR1C2,0.118331479075721,7.09785359333828e-214
PRR9,CNTN6,0.118289570531405,1.00499990037514e-213
PCSK2,KRT84,0.118283373963296,1.05802000007458e-213
CLEC1B,ARPP21,0.118266378195593,1.21822615763327e-213
TLR10,FCRLA,0.118259330578418,1.29156755887165e-213
FCRLA,TLR10,0.118259330578415,1.29156755890181e-213
CD8A,NKG7,0.118205935205715,2.01105881870381e-213
NKG7,CD8A,0.118205935205713,2.01105881874219e-213
F2,ARHGAP6,0.118155570197963,3.05306909462254e-213
SST,MAPK15,0.118135244308569,3.61315423773124e-213
CLEC1B,CROCC2,0.118086691284811,5.40218405703124e-213
KCNH7,ERFE,0.117945850091468,1.7332749318025e-212
MPIG6B,F2,0.11793313886355,1.92544655437699e-212
CDHR5,PDK4,0.117921232457805,2.12470991306227e-212
PDK4,CDHR5,0.117921232457797,2.12470991319624e-212
CMTM5,ARHGAP6,0.117826490889353,4.65003663138855e-212
ARHGAP6,CMTM5,0.117826490888973,4.65003664597661e-212
EPS8L3,CLEC1B,0.117754228496204,8.44726449702701e-212
F2,FAM3B,0.117739926066922,9.50627448132881e-212
PADI3,KRT13,0.117693966594881,1.38930053381628e-211
TMEM95,CRYBA4,0.117530012000425,5.37169206465893e-211
CRYBA4,TMEM95,0.117530012000416,5.37169206507843e-211
AKR1C2,LCE1F,0.117493168624117,7.27738139248871e-211
DUOXA2,GYPB,0.117432029117059,1.20421066433542e-210
CNTN6,HTR3E,0.11737949419193,1.85589546475269e-210
BEST1,FTH1,0.117292661518802,3.79188545409384e-210
FTH1,BEST1,0.117292661518802,3.7918854540986e-210
CFAP77,EFCAB1,0.116906886987753,9.00731980389981e-209
EFCAB1,CFAP77,0.116906886987746,9.00731980437647e-209
IZUMO1,PADI3,0.116902667169346,9.32434858383106e-209
GATA1,LCE1F,0.116887900375983,1.05241052693754e-208
SPRR2G,NFE2,0.116874285306118,1.17664631230008e-208
FCN3,CA4,0.116817403244785,1.87519440121819e-208
CA4,FCN3,0.116817403244767,1.87519440148459e-208
TRIM10,MYCN,0.116747305450483,3.32914332630261e-208
MYCN,TRIM10,0.11674730545048,3.32914332637069e-208
CRYBA4,CHAD,0.116736140079635,3.64775213822299e-208
CHAD,CRYBA4,0.116736140079617,3.64775213877799e-208
PADI3,CCDC63,0.116680264130899,5.76242783932133e-208
CRYBA2,RHCG,0.116643987821359,7.75313591546626e-208
EPPIN,RHCG,0.116594728098637,1.15986433366998e-207
MT1H,MT1G,0.116547178110134,1.71077761069004e-207
MT1G,MT1H,0.116547178110133,1.71077761070232e-207
LCE1F,ACKR1,0.116531924803702,1.93786124154791e-207
TSPO2,TMPRSS9,0.11650420358251,2.43040051665357e-207
TMPRSS9,TSPO2,0.116504203582342,2.4304005199995e-207
LYPD2,KRT31,0.116450521113758,3.76769350662708e-207
C20orf85,C11orf86,0.116374012758003,7.03518068669534e-207
C11orf86,C20orf85,0.116374012758003,7.03518068670376e-207
CRCT1,PTCRA,0.116334993602632,9.67200144978501e-207
DUOXA2,HSPA12A,0.116318080415835,1.1102566227376e-206
GP9,PCSK2,0.116223774152246,2.39494359657172e-206
TBXT,TMSB15A,0.116165391052491,3.85344792755274e-206
TMSB15A,TBXT,0.116165391052465,3.85344792839281e-206
MAPK15,BCL11A,0.116123685751876,5.41170333326266e-206
BCL11A,MAPK15,0.116123685751807,5.41170333627452e-206
TRMT9B,SLC9A2,0.116118848071142,5.62909000279423e-206
SLC9A2,TRMT9B,0.116118848071137,5.62909000299528e-206
PCSK2,MAPK15,0.116056288206394,9.36613554266012e-206
LY6G6F,PRKG1,0.11603720657558,1.09390974811271e-205
NPR1,RHCG,0.115946386971904,2.28938211459514e-205
DUSP1,DNAJB1,0.115937571987552,2.45943535171602e-205
DNAJB1,DUSP1,0.115937571987548,2.45943535180036e-205
DUOXA2,PTCH2,0.115855054418842,4.80847077533769e-205
IGFL1,SLC25A21,0.115843955444216,5.26204574094449e-205
CLEC1B,FAXDC2,0.115780241316478,8.8269139259753e-205
KRT4,ANKS4B,0.11577446266369,9.25077242805547e-205
PADI3,CHRD,0.115767365591358,9.79925273292177e-205
ODAPH,IGLL1,0.115728654523842,1.34155876578484e-204
SATL1,ART4,0.115604614071317,3.66783572364816e-204
SERPINA11,NCCRP1,0.115593269457857,4.02101054504065e-204
NCCRP1,SERPINA11,0.115593269457855,4.02101054513593e-204
PRB4,OPRK1,0.115541333427806,6.12439927438453e-204
KRT23,IGLL1,0.115489512090053,9.31760661248021e-204
PAQR9,KCNH7,0.115444280940344,1.34369576751042e-203
CEACAM7,NWD1,0.115440387785312,1.38670214646473e-203
LCE3E,CAVIN2,0.115425339034553,1.56626986013881e-203
P2RY13,TMEM144,0.115395460115326,1.99454724317588e-203
TMEM144,P2RY13,0.115395460115324,1.99454724321383e-203
PAGE2B,KEL,0.115372798917249,2.39576642286675e-203
KEL,PAGE2B,0.115372798917148,2.39576642481511e-203
EFCAB1,CCDC33,0.115358931497755,2.68007858140342e-203
CCDC33,EFCAB1,0.115358931497754,2.68007858142312e-203
LCE3E,RGS18,0.115351347475893,2.84957731718167e-203
PRG2,PADI3,0.115328822393204,3.41878286200116e-203
CFAP77,CCDC33,0.115300561013235,4.29617283851251e-203
CCDC33,CFAP77,0.115300561013234,4.29617283853576e-203
NWD1,DGKB,0.115199647566076,9.70801103789234e-203
ALB,APOH,0.115173285314783,1.20106977234439e-202
APOH,ALB,0.11517328531478,1.20106977237429e-202
CYP19A1,PRKG1,0.115134294818708,1.64530647661147e-202
PRKG1,CYP19A1,0.115134294818679,1.645306477004e-202
IGFL1,BCL11A,0.115028848123975,3.85163912410604e-202
LCE3E,HAND1,0.114921284878373,9.16435092183228e-202
HSPA8,HSP90AB1,0.114882015321282,1.25733116212775e-201
HSP90AB1,HSPA8,0.114882015321281,1.25733116214107e-201
MSMB,PCSK2,0.114835240018424,1.83225850993348e-201
KCNH7,CPNE4,0.114834661105875,1.84081578416715e-201
BMX,EPS8L3,0.114833824707999,1.85324966450106e-201
C2orf73,CROCC2,0.114793393863383,2.56585771655401e-201
KLRF2,SOST,0.114703112126941,5.30355698033078e-201
SOST,KLRF2,0.11470311212693,5.30355698078821e-201
OPRK1,TRIM15,0.114686519119575,6.06031769374351e-201
SLC38A11,DHRS9,0.114633708715138,9.26415081154731e-201
DHRS9,SLC38A11,0.114633708715133,9.26415081193626e-201
BPIFB1,PADI3,0.114589021850235,1.32646705063183e-200
GATA2,PNMA6E,0.114574965650983,1.48497407472359e-200
PNMA6E,GATA2,0.114574965650913,1.48497407556168e-200
C11orf97,LRRIQ1,0.114560978300681,1.66147971626557e-200
LRRIQ1,C11orf97,0.114560978300668,1.66147971642865e-200
THEM5,LCE1F,0.114444989943608,4.2143474533581e-200
SPRR2F,PRB4,0.114441437585322,4.33614875891491e-200
NWD1,CST5,0.114423565041522,5.00441316564717e-200
OR51E2,KCNRG,0.114392647513037,6.41229535054112e-200
KCNRG,OR51E2,0.114392647513036,6.41229535060286e-200
FPR1,S100A12,0.114365975649896,7.94082761558936e-200
S100A12,FPR1,0.114365975649886,7.94082761619917e-200
PTCRA,CNTN6,0.114359108989308,8.39009644947745e-200
XK,OPRK1,0.114357504698918,8.49866848063885e-200
LILRB2,DEFA3,0.114306341728616,1.28052475488729e-199
DEFA3,LILRB2,0.114306341728607,1.28052475497505e-199
SMIM5,OPRK1,0.114301207062977,1.33429267208622e-199
PKLR,IFIT1B,0.114217520720264,2.6077973707813e-199
IFIT1B,PKLR,0.114217520720051,2.60779737524503e-199
TBXT,TFF1,0.114216452082647,2.63019933262632e-199
TFF1,TBXT,0.114216452082612,2.63019933335829e-199
CNR1,PSG8,0.114132659786483,5.14231104288291e-199
PSG8,CNR1,0.11413265978648,5.1423110429995e-199
PEAR1,NWD1,0.114130307635566,5.23996840837602e-199
DUOXA2,APOB,0.114084191600191,7.57670597409409e-199
THEM5,CRCT1,0.114083987271221,7.58909309334723e-199
ERFE,SST,0.114069528434688,8.51900327090453e-199
IGLL1,KRT6A,0.114000827529037,1.47509148181802e-198
VPREB3,ZNF556,0.113967488877072,1.92517190983864e-198
ZNF556,VPREB3,0.113967488876994,1.92517191104441e-198
LILRB2,KCNK13,0.113910074690854,3.04478074954597e-198
KCNK13,LILRB2,0.113910074690847,3.04478074973175e-198
AC113554.1,RASSF9,0.113821882269279,6.15414139954758e-198
SST,BCL11A,0.11379268987301,7.76736841704781e-198
MAB21L2,IGFL1,0.113755550792854,1.04439528931835e-197
SATL1,CRYM,0.113740830588844,1.17441205679558e-197
NWD1,RHCG,0.113739197524451,1.18979767558402e-197
RHCG,DSC1,0.113684728666674,1.83637569618336e-197
C2orf73,ART4,0.113653374553197,2.35732742586446e-197
TRPM4,CYP19A1,0.113652866226885,2.36688975686979e-197
CYP19A1,TRPM4,0.113652866226822,2.36688975804642e-197
PCDH8,PEX5L,0.113627992764477,2.88533814853758e-197
PEX5L,PCDH8,0.113627992764476,2.8853381485555e-197
MT-CO1,MT-ND6,0.113545843897083,5.54818821866278e-197
MT-ND6,MT-CO1,0.113545843897082,5.54818821870893e-197
LY6G6F,RHAG,0.113516546414693,7.0043772678128e-197
SPRR2F,PRTN3,0.113514829940003,7.10066231479851e-197
PRDM16,UGT2B7,0.113345673289514,2.72381338179318e-196
UGT2B7,PRDM16,0.113345673289513,2.72381338180885e-196
CLEC4M,F2,0.113324298010301,3.22771380550473e-196
GP9,MB,0.113227761757713,6.9445747869006e-196
MB,GP9,0.11322776175756,6.94457479534314e-196
CSF3R,HCAR3,0.113185890274873,9.68015103965656e-196
HCAR3,CSF3R,0.113185890274848,9.68015104158787e-196
RHCG,SPRR2F,0.113166765337676,1.12653437306367e-195
PLA2G4D,IGFL1,0.113161684720301,1.17284095745352e-195
DNAJA1,HSP90AA1,0.11313652541216,1.43173032661529e-195
HSP90AA1,DNAJA1,0.113136525412159,1.43173032663185e-195
HBE1,SPRR2G,0.113130720581577,1.49914670327364e-195
SLURP2,AC113554.1,0.113067325996246,2.47747497190631e-195
CYP26C1,PDZK1,0.113030258123645,3.32289089225781e-195
PDZK1,CYP26C1,0.113030258123601,3.32289089340598e-195
IL1R2,IL1R1,0.113000543490521,4.20434323187995e-195
IL1R1,IL1R2,0.113000543490519,4.2043432319554e-195
FAM3B,SST,0.112957037449656,5.93275279617966e-195
FHL5,HOXA3,0.112918602731404,8.04140468797218e-195
HOXA3,FHL5,0.112918602731401,8.04140468815864e-195
GYPB,SELENBP1,0.112894430803493,9.73580542834443e-195
SELENBP1,GYPB,0.112894430803341,9.73580544011054e-195
APOH,IL17F,0.112829586907393,1.62572090226812e-194
IL17F,APOH,0.112829586907389,1.62572090232814e-194
FGA,APOA2,0.112805502387451,1.96661316304441e-194
APOA2,FGA,0.112805502387418,1.96661316355678e-194
PKLR,ITLN1,0.1126478586831,6.82972888380741e-194
ITLN1,PKLR,0.112647858683099,6.82972888384554e-194
DNTT,PRG2,0.112642725688169,7.1120621102046e-194
RHCG,CSAG2,0.112574863379673,1.21478599543888e-193
KRT4,BPIFB1,0.112563544493946,1.32820666331922e-193
BPIFB1,KRT4,0.112563544493717,1.32820666572201e-193
TGM3,LILRA5,0.112554078438698,1.43114203888026e-193
LILRA5,TGM3,0.11255407843868,1.43114203908394e-193
SLC4A1,ALAS2,0.112538147938293,1.62267450285101e-193
ALAS2,SLC4A1,0.11253814793826,1.62267450326739e-193
C2orf73,APOBEC4,0.112516359171728,1.92675708524995e-193
TLR10,COL4A3,0.112473428219475,2.7024719509586e-193
COL4A3,TLR10,0.112473428219474,2.70247195098616e-193
IGLL1,SOST,0.112336417262142,7.94890180642083e-193
CD36,OPRK1,0.112318083823709,9.1824577586142e-193
MT-ND4,MT-ND4L,0.11218301826171,2.65584652518126e-192
MT-ND4L,MT-ND4,0.112183018261708,2.6558465252318e-192
ABCB5,MAP1LC3C,0.112177960526486,2.76352837259421e-192
MAP1LC3C,ABCB5,0.112177960526485,2.76352837262019e-192
TMPRSS9,CRNN,0.112169009536162,2.96489804952786e-192
LCE3E,HBE1,0.112133939508285,3.9053906990669e-192
C17orf99,OPRK1,0.112087370863047,5.62978672854218e-192
CRHBP,LCE3E,0.1120215615568,9.43684191025743e-192
BPIFB2,IGLL1,0.111943203095195,1.74487343714634e-191
PGLYRP1,CLEC4E,0.111899735503547,2.45334685285342e-191
CLEC4E,PGLYRP1,0.111899735503503,2.45334685370397e-191
CLLU1OS,RHCG,0.111887946315786,2.69083898319251e-191
CA1,HBD,0.111851129096556,3.59071193651223e-191
HBD,CA1,0.111851129095719,3.59071196006464e-191
CR1L,CA1,0.111814106976464,4.79875062330323e-191
CA1,CR1L,0.111814106976411,4.79875062527175e-191
PRSS23,FGFBP2,0.111808104151155,5.02973969071314e-191
FGFBP2,PRSS23,0.111808104151153,5.02973969079366e-191
POTEI,C2orf73,0.111769725267706,6.79292120407194e-191
ANKS4B,GC,0.111761545871686,7.24211589982782e-191
SPRR2G,NPY,0.111748173957499,8.04125388545755e-191
GFI1B,ERFE,0.111728297787493,9.39470715407316e-191
ERFE,GFI1B,0.111728297787405,9.39470716054443e-191
SPRR2G,FAXDC2,0.111686590596406,1.30198747088971e-190
PCSK2,HTR3E,0.111673356947456,1.44399015492923e-190
ARHGAP40,RHCG,0.111636892209205,1.92049973703941e-190
FAXDC2,CRNN,0.111582967388999,2.92745633843466e-190
DUOXA2,CRABP1,0.111541650358263,4.04298011243508e-190
PKMYT1,MYBL2,0.111525368064315,4.59136376252109e-190
MYBL2,PKMYT1,0.111525368064294,4.59136376326244e-190
RTBDN,CLEC1B,0.111513002971075,5.05692606775581e-190
CLLU1OS,FPR1,0.111201514790974,5.74048284159267e-189
FPR1,CLLU1OS,0.111201514790971,5.7404828417235e-189
PDZRN4,TENM3,0.111165550634145,7.59574865328753e-189
TENM3,PDZRN4,0.111165550634139,7.59574865365842e-189
HOXA3,CRYBA2,0.111094073916348,1.32485479254631e-188
CRYBA2,HOXA3,0.111094073916347,1.3248547925562e-188
RHCG,RNASE3,0.111037822701683,2.05206292311542e-188
EPS8L3,MS4A4E,0.110992197665356,2.92579878774456e-188
FAM3B,IL22RA2,0.110946630411038,4.16906354089362e-188
IL22RA2,FAM3B,0.11094663041097,4.16906354311816e-188
ANKS4B,IGLL1,0.110937462378767,4.47686233689223e-188
DUOXA2,KIT,0.110872403555282,7.42033188082055e-188
PRKG1,ANKS4B,0.110862371517947,8.0214084350313e-188
NLGN4X,FIGN,0.110855452883931,8.46404449153103e-188
FIGN,NLGN4X,0.11085545288393,8.46404449159807e-188
LILRA4,DUOXA2,0.110793590773673,1.36801231618169e-187
ITLN1,DUOXA2,0.110715993941226,2.49729113245464e-187
C2orf73,XK,0.110605210956353,5.89262703064361e-187
SLC25A21,CLEC1B,0.110464090619376,1.75669480767745e-186
PTCRA,CLEC1B,0.110441103282669,2.09851198179422e-186
PADI3,MYO1A,0.110427406893751,2.3329756890333e-186
C2orf73,ERFE,0.11037666982546,3.45348643960149e-186
SPRR2E,LGALS7B,0.110250241107024,9.17040689593891e-186
CARD18,LGALS7B,0.110250241106775,9.17040691354127e-186
LGALS7B,SPRR2E,0.110250241106516,9.17040693184902e-186
LGALS7B,CARD18,0.11025024110643,9.17040693798695e-186
KRT77,LGALS7B,0.110250241106287,9.17040694811479e-186
LGALS7B,KRT77,0.110250241106169,9.17040695644362e-186
CDSN,LGALS7B,0.110250241106094,9.17040696172307e-186
KRTDAP,LGALS7B,0.110250241105984,9.17040696951737e-186
LGALS7B,CDSN,0.110250241105903,9.17040697529634e-186
LGALS7B,KRTDAP,0.110250241105747,9.17040698634484e-186
DMBT1,IGFL1,0.110243234837475,9.68005958663355e-186
EPS8L3,CYP26C1,0.110172022567038,1.67702601507378e-185
OPRK1,FAM3B,0.110057067848315,4.06881538852577e-185
PCDHB4,F2,0.110048345838842,4.35168092526676e-185
C2orf73,GATA2,0.110007339330463,5.96839627106107e-185
SATL1,WFDC5,0.109908333992665,1.27907725222376e-184
TMEM144,NLGN4X,0.109801067077495,2.91887760255621e-184
NLGN4X,TMEM144,0.109801067077494,2.91887760257334e-184
SST,NPY,0.10976108036203,3.9691523338095e-184
B3GALT5,LCE1F,0.109671407703927,7.90420883423306e-184
GATA1,AC104389.5,0.109639361164654,1.01090321109508e-183
AC104389.5,GATA1,0.109639361164559,1.01090321183111e-183
IRX4,CBFA2T3,0.109635462114374,1.04161639360025e-183
CBFA2T3,IRX4,0.109635462114328,1.04161639397078e-183
BPIFA2,IGLL1,0.109633537760143,1.05711646094915e-183
MORC1,PCDH9,0.109579892976541,1.59553678559416e-183
PCDH9,MORC1,0.109579892976539,1.59553678561807e-183
SPRR2B,KRT6A,0.109571673910799,1.69938159748146e-183
CCDC33,FCN1,0.109562015932466,1.83006473867564e-183
FCN1,CCDC33,0.109562015932458,1.83006473879222e-183
DNTT,PRKG1,0.109463610593441,3.89169238933366e-183
DCLK1,ANKRD1,0.109403198876236,6.18229309296623e-183
ANKRD1,DCLK1,0.109403198876234,6.1822930930793e-183
HCAR3,CD209,0.109390858851426,6.79509070102286e-183
CD209,HCAR3,0.109390858851425,6.79509070108675e-183
CCDC63,THEM5,0.109357935464153,8.74344573169329e-183
THEM5,CCDC63,0.109357935464057,8.74344573813954e-183
PCSK2,ANXA13,0.109302296818365,1.33854651796151e-182
ZNF556,PLD4,0.109273871246074,1.66374604282751e-182
PLD4,ZNF556,0.109273871246053,1.66374604309646e-182
RHAG,CLEC1B,0.10924236095911,2.11719701762486e-182
HSP90AB1,DNAJA1,0.109185646123803,3.26651723188787e-182
DNAJA1,HSP90AB1,0.109185646123802,3.2665172319117e-182
PI3,DEFB4A,0.109183503776025,3.3204484258092e-182
DEFB4A,PI3,0.109183503775983,3.32044842688273e-182
KRT31,CYP26A1,0.109176354899463,3.50693145527654e-182
HBZ,GYPB,0.109147862859412,4.36003730422776e-182
GYPB,HBZ,0.109147862859176,4.36003731210176e-182
PRLR,HAND1,0.109144958501078,4.45787754595037e-182
HAND1,PRLR,0.109144958501065,4.45787754640963e-182
C2orf73,NFE2,0.109106278717418,5.99045168356284e-182
FIGN,ASPA,0.109013030442211,1.22080637163285e-181
ASPA,FIGN,0.109013030442209,1.22080637165455e-181
DUOXA2,LMO2,0.108995410722767,1.39649341426038e-181
ALAS2,TRIM58,0.108976465821511,1.61365956995375e-181
TRIM58,ALAS2,0.108976465821511,1.61365956996239e-181
BMPER,RHCG,0.108964889334069,1.76264384709036e-181
ARSE,BCAM,0.10891924890547,2.49648961417643e-181
BCAM,ARSE,0.108919248905469,2.49648961420759e-181
CD74,HLA-DPA1,0.108879428278106,3.38194395611056e-181
HLA-DPA1,CD74,0.108879428278104,3.38194395615951e-181
SST,DNAH3,0.108868497349421,3.67576299401271e-181
PRKG1,DUOXA2,0.10884596211341,4.36442309825869e-181
KRT31,MS4A4E,0.108832580994067,4.83285307091642e-181
PCSK2,CNKSR3,0.108705635177135,1.27050862577414e-180
CMTM5,SST,0.108686090106977,1.47422304904925e-180
GZMB,GNLY,0.10864583319835,2.00240764821535e-180
GNLY,GZMB,0.108645833198349,2.00240764823634e-180
BIRC5,TROAP,0.108634696960556,2.17937686789745e-180
TROAP,BIRC5,0.108634696960553,2.17937686795768e-180
HBQ1,DUOXA2,0.108624511355321,2.35488192515404e-180
ZIC3,CRNN,0.108561693455134,3.79618076908417e-180
PCDH11X,ANK2,0.108520905268998,5.17527433068313e-180
ANK2,PCDH11X,0.108520905268982,5.17527433133839e-180
KCNH7,CYP26C1,0.108425192232881,1.07040833908083e-179
SH3TC2,SATL1,0.10842111313411,1.10406360487245e-179
RHCG,COL28A1,0.108407651789766,1.22280917966713e-179
RGS1,RGS2,0.108273190979639,3.3899466670036e-179
RGS2,RGS1,0.108273190979638,3.3899466670206e-179
SELENBP1,CA1,0.108206387785425,5.62333906598492e-179
CA1,SELENBP1,0.108206387785401,5.62333906699622e-179
SOST,SPRR2B,0.108173496335825,7.21382405661725e-179
IGLL1,MYOD1,0.108140525286143,9.25901737344802e-179
IGLL1,TNNI1,0.108094777103156,1.30892844619791e-178
RHCG,SYTL5,0.108040603637482,1.97184383749599e-178
GIMAP7,GIMAP4,0.107991174799102,2.8652586577659e-178
GIMAP4,GIMAP7,0.107991174799101,2.86525865779905e-178
CCL7,CD1A,0.107937224490035,4.30738889695156e-178
CD1A,CCL7,0.10793722448997,4.30738889904821e-178
PNMA6E,SPRR2G,0.107923651934429,4.77244904522437e-178
