Gene1,Gene2,corVal,pValue
LCE1F,ITLN1,0.107844412185023,8.68135380186502e-178
MAP1LC3C,RTP1,0.107735574863689,1.97321090128362e-177
RTP1,MAP1LC3C,0.107735574863689,1.97321090129104e-177
TFF1,MS4A2,0.107624942672423,4.54216987935465e-177
MS4A2,TFF1,0.107624942672403,4.54216988003253e-177
GAP43,KRT1,0.107614162032925,4.92637186526749e-177
KRT1,GAP43,0.107614162032914,4.92637186567763e-177
SPRR2B,SSTR1,0.107512216046366,1.06124947487887e-176
CRHBP,RASSF6,0.107465461463031,1.50856349954426e-176
RASSF6,CRHBP,0.107465461463004,1.50856349984969e-176
DNAH3,IGFL1,0.107440639806137,1.81814197290478e-176
SST,SLC25A21,0.107438729401439,1.8444467681482e-176
MUC4,ESX1,0.107436745902906,1.87216026344465e-176
ESX1,MUC4,0.107436745902858,1.87216026411869e-176
CD1C,PAGE2,0.107430268865588,1.96558681130196e-176
PAGE2,CD1C,0.107430268865582,1.96558681139325e-176
GRM7,SPTSSB,0.1073514706435,3.55373151861874e-176
SPTSSB,GRM7,0.107351470643491,3.55373151887451e-176
TMEM144,ASPA,0.107313489245454,4.72698990076307e-176
ASPA,TMEM144,0.10731348924545,4.7269899008991e-176
FER1L5,RHCG,0.107302270081475,5.14250147202517e-176
PRB4,PALMD,0.107292628180289,5.5286236920917e-176
PALMD,PRB4,0.107292628180239,5.5286236941682e-176
HBQ1,ENAM,0.107237648384513,8.35320460831294e-176
ENAM,HBQ1,0.107237648384494,8.35320460947822e-176
MT-ND4L,MT-ND5,0.107237622644347,8.35481833786173e-176
MT-ND5,MT-ND4L,0.107237622644344,8.35481833802646e-176
KIAA2012,MAG,0.107224242476706,9.23724866038675e-176
MAG,KIAA2012,0.107224242476702,9.23724866067205e-176
DNAH11,DNAH3,0.10717111176594,1.37606657454489e-175
DNAH3,DNAH11,0.107171111765909,1.3760665748624e-175
NKG7,GZMB,0.107158993208368,1.50698436595197e-175
GZMB,NKG7,0.107158993208367,1.50698436596356e-175
CRNN,OPRK1,0.107155515348858,1.54680316680813e-175
IGLL1,UTF1,0.107107562792247,2.21596730760266e-175
JCHAIN,DERL3,0.107046268237667,3.50774388013853e-175
DERL3,JCHAIN,0.107046268237664,3.50774388021189e-175
SST,A4GALT,0.107002680800202,4.86182206197475e-175
IGFL1,IRX4,0.107002014329283,4.88614494344204e-175
UTF1,MS4A14,0.106964996937076,6.44645503668231e-175
MS4A14,UTF1,0.106964996937076,6.44645503671133e-175
AIRE,TNNI1,0.106959178739741,6.73339034762741e-175
TNNI1,AIRE,0.106959178739719,6.73339034877202e-175
SATL1,SMIM5,0.10688650841901,1.15976501033317e-174
ZDHHC19,AQP9,0.106872406918365,1.28876190072979e-174
AQP9,ZDHHC19,0.106872406918354,1.2887619008346e-174
TCHH,ASPA,0.106829582735034,1.77513303475036e-174
ASPA,TCHH,0.106829582735033,1.77513303476776e-174
PCDHB4,PCSK2,0.106813958105957,1.99504578963359e-174
RUBCNL,TCL1A,0.106785950591784,2.45954189197115e-174
TCL1A,RUBCNL,0.106785950591782,2.45954189201124e-174
SLC25A21,IGFL1,0.106745129444298,3.33656827550355e-174
C2orf73,CRYBA2,0.106688015242012,5.11119581301901e-174
PAPPA,APLNR,0.106621436671661,8.40060302421954e-174
APLNR,PAPPA,0.106621436671658,8.40060302442252e-174
FREM2,CNKSR3,0.106598065426267,1.00006092450781e-173
CNKSR3,FREM2,0.106598065426266,1.00006092451209e-173
NWD1,MPIG6B,0.10658652464185,1.08995602293051e-173
CRNN,CLEC4M,0.10653598083228,1.58883981484513e-173
DNAJB1,HSPA1A,0.106422177147431,3.70945084086521e-173
HSPA1A,DNAJB1,0.106422177147425,3.70945084101932e-173
PI3,LILRA5,0.10640680945818,4.15913857916307e-173
LILRA5,PI3,0.106406809458165,4.1591385796255e-173
AKR1C2,DUOXA2,0.106382658616757,4.97833399671584e-173
KCNK17,COX6A2,0.106342407033238,6.71705379690531e-173
COX6A2,KCNK17,0.106342407033185,6.71705379956112e-173
HOXA9,HOXA7,0.10630401950814,8.9372130402644e-173
HOXA7,HOXA9,0.106304019508139,8.937213040379e-173
APLNR,SYCP2L,0.10627578208499,1.10256207885077e-172
SYCP2L,APLNR,0.106275782084986,1.10256207888244e-172
HBE1,DNTT,0.106275278501957,1.10669843140597e-172
DUOXA2,ADCY1,0.106241725217569,1.42025617584041e-172
F2,PRB4,0.106224744427327,1.61131792027456e-172
KLRC3,AC068775.1,0.106197971382406,1.9660173690235e-172
AC068775.1,KLRC3,0.106197971382404,1.96601736905353e-172
ZNF385B,PADI3,0.106170695434787,2.40765168069567e-172
TMPRSS9,DNAH3,0.106141218351794,2.99692609287132e-172
DNAH3,TMPRSS9,0.106141218351664,2.996926095764e-172
CMTM5,MPIG6B,0.106135510925951,3.12667690305753e-172
MPIG6B,CMTM5,0.106135510925618,3.12667691077456e-172
MPEG1,FAM129C,0.106121786872384,3.46210476057504e-172
FAM129C,MPEG1,0.106121786872382,3.46210476061351e-172
LMO2,DUOXA2,0.10611128033538,3.74298116274985e-172
CST5,CRNN,0.106051646446548,5.82689536919855e-172
DUSP15,LCE1F,0.106050568971392,5.87366619471631e-172
ITLN1,TSPO2,0.106002649881621,8.38082397260044e-172
TSPO2,ITLN1,0.106002649881482,8.38082398124002e-172
S100A6,S100A4,0.105913862682155,1.61859383679496e-171
S100A4,S100A6,0.105913862682154,1.61859383680889e-171
NCR2,TBXT,0.105888358463439,1.95525660291719e-171
TBXT,NCR2,0.105888358463381,1.95525660376338e-171
SOST,EPS8L3,0.105799029446849,3.78862924877876e-171
BCL11A,CLEC1B,0.105752434041884,5.34851002392672e-171
C2orf73,HTR3E,0.10575067563671,5.41854580986655e-171
SPTA1,SLC22A16,0.105738013921853,5.9506348599794e-171
SLC22A16,SPTA1,0.105738013921609,5.95063487072085e-171
SLURP2,PADI3,0.105668179988446,9.97337112919499e-171
PADI3,NWD1,0.105554869487462,2.30371342092936e-170
PLA2G4D,SPRR2B,0.105530938964159,2.74893788758555e-170
SNCA,ALAS2,0.105530429095795,2.75930492533441e-170
ALAS2,SNCA,0.105530429095764,2.7593049259672e-170
ADGRB3,HYDIN,0.105498226314821,3.49972381229888e-170
HYDIN,ADGRB3,0.10549822631482,3.49972381232221e-170
SMIM5,NWD1,0.105481056032991,3.97250337280939e-170
LY6G6F,TREML1,0.10546957323135,4.3237580965085e-170
FAXDC2,OPRK1,0.105456288758159,4.76899575005915e-170
TNS1,CRNN,0.105446815575189,5.11419363592543e-170
CREB5,GOLGA6L7,0.105382069455224,8.24397502607764e-170
GOLGA6L7,CREB5,0.10538206945522,8.24397502631538e-170
TPSD1,CPA3,0.105350555610216,1.03996243180279e-169
CPA3,TPSD1,0.105350555610194,1.03996243197627e-169
NWD1,SHD,0.105220646225918,2.70740990358746e-169
PCDH8,CLSTN2,0.105172046957093,3.87143803422219e-169
CLSTN2,PCDH8,0.105172046957093,3.87143803422395e-169
IRX4,DIRAS2,0.105055544776208,9.11808076312534e-169
DIRAS2,IRX4,0.105055544776161,9.11808076623652e-169
OPRK1,EPS8L3,0.105052909973926,9.29634843377263e-169
LY6G6F,ARPP21,0.105005246457089,1.31945060548348e-168
NPTX2,PCSK2,0.104966642107071,1.7519312929446e-168
CD36,CRCT1,0.10484623609815,4.23878149336263e-168
KRT6A,PRTN3,0.104807111666677,5.64716765397504e-168
PRTN3,KRT6A,0.104807111666605,5.64716765695726e-168
HLA-DPA1,HLA-DRB1,0.104775550311214,7.11707551165052e-168
HLA-DRB1,HLA-DPA1,0.104775550311213,7.11707551166837e-168
TNS1,ITLN2,0.104768175580027,7.51230979849588e-168
ITLN2,TNS1,0.104768175580014,7.51230979920746e-168
SATL1,MC5R,0.104740300309251,9.2146374590265e-168
ANKS4B,SH3TC2,0.104734861649057,9.5891997779669e-168
MYH15,TNNI3,0.104687115761756,1.3603651733282e-167
TNNI3,MYH15,0.104687115761755,1.3603651733351e-167
VHLL,TRMT9B,0.104671567979977,1.52438839468543e-167
TRMT9B,VHLL,0.104671567979977,1.52438839468804e-167
GRM8,RHAG,0.10466509055615,1.59841989045998e-167
RHAG,GRM8,0.10466509055614,1.59841989058396e-167
MT-ND3,MT-CO2,0.104589245910218,2.7844885249824e-167
MT-CO2,MT-ND3,0.104589245910216,2.78448852502351e-167
MYBPH,PADI3,0.104553868579096,3.60680878633635e-167
IDO2,RHCG,0.104542035426246,3.93281042111641e-167
PADI3,HBZ,0.104503244946923,5.22232571476172e-167
PCSK2,C4BPA,0.104490933817471,5.71402875820366e-167
PRKG1,SPRR2B,0.104436927521297,8.47843815247347e-167
LCE3E,BMPER,0.104420568335097,9.55452721596771e-167
FAM129C,CLEC4C,0.104382414918031,1.26242131732702e-166
CLEC4C,FAM129C,0.10438241491803,1.26242131733961e-166
PF4,NWD1,0.104354962926067,1.5425326032612e-166
F2,GFI1B,0.104351163331653,1.58590886613873e-166
C2CD4B,CEACAM7,0.104339832712532,1.7226265342963e-166
CEACAM7,C2CD4B,0.104339832712523,1.72262653440685e-166
HPD,CETP,0.104295020805761,2.38883157488013e-166
CETP,HPD,0.104295020805758,2.38883157493513e-166
HBM,HBA1,0.104288003678525,2.51428729335393e-166
HBA1,HBM,0.10428800367844,2.51428729490744e-166
CLEC4E,S100A12,0.104256167852978,3.17137509993522e-166
S100A12,CLEC4E,0.104256167852957,3.17137510041963e-166
MYBPH,SST,0.104205788804857,4.5787573394163e-166
VPREB3,CD19,0.104148749348345,6.93808536599409e-166
CD19,VPREB3,0.104148749348343,6.93808536611825e-166
F2,SLN,0.104146954617483,7.02938185750905e-166
DUOXA2,CA4,0.104141180984468,7.33129873883581e-166
CMTM2,S100A12,0.104133371168337,7.76040040614944e-166
S100A12,CMTM2,0.104133371168335,7.76040040625382e-166
KLF6,TSC22D3,0.104030427849315,1.64182717528453e-165
TSC22D3,KLF6,0.104030427849314,1.6418271752966e-165
CCL22,EBI3,0.103984899593346,2.28641512420785e-165
EBI3,CCL22,0.103984899593344,2.28641512423495e-165
KLHL14,PADI3,0.103951021933209,2.92506731069557e-165
DNTT,CFAP77,0.103906423179113,4.04499645877441e-165
SPRR2F,DUOXA2,0.10390573642605,4.06523351760924e-165
ARHGAP6,KRT31,0.103758801728481,1.18159045870388e-164
KLF1,EPB42,0.103758642162084,1.18295937296237e-164
EPB42,KLF1,0.103758642162,1.18295937368367e-164
F2,SMIM5,0.103701654448038,1.7885839838803e-164
SLC22A16,TRIM15,0.103690914835929,1.93345102279559e-164
TRIM15,SLC22A16,0.10369091483587,1.93345102360963e-164
PPP1R1A,SHD,0.103640476569368,2.78700702776579e-164
SHD,PPP1R1A,0.103640476569322,2.78700702868456e-164
BCL11A,SST,0.103620359453245,3.224444021836e-164
ZNF556,KCNH7,0.103531635431856,6.13135027550727e-164
SPRR2D,C6orf141,0.103498937767785,7.76877457972187e-164
C6orf141,SPRR2D,0.103498937767627,7.76877458863658e-164
AC113554.1,ERFE,0.103489772965513,8.30155219128198e-164
CFAP100,SPRR2B,0.103460390303784,1.02682700714915e-163
BCL11A,HBE1,0.103434523427191,1.23812484971948e-163
HBE1,BCL11A,0.10343452342718,1.2381248498151e-163
CLEC1B,CYP26A1,0.10341373740209,1.43897698541446e-163
SMIM5,LCE1F,0.103392496310306,1.67787196988448e-163
GSTA1,SSUH2,0.1033542381378,2.21242504572752e-163
SSUH2,GSTA1,0.103354238137789,2.21242504590936e-163
SH3TC2,PADI3,0.10333028211409,2.63059702854894e-163
LCE3E,DAB2,0.103318255494651,2.8694130142753e-163
NPR1,F2,0.103302304933954,3.21986725033269e-163
SPC25,PBK,0.103295496447478,3.38218379088571e-163
PBK,SPC25,0.103295496447476,3.3821837909447e-163
IDO2,AC113554.1,0.103240064040518,5.04711905643115e-163
ALDH3A1,RGN,0.103218462655638,5.89880131896674e-163
RGN,ALDH3A1,0.103218462655621,5.8988013196933e-163
CRNN,CST5,0.103194142608906,7.03055645049469e-163
IRX4,IGFL1,0.103068155880259,1.74411422375684e-162
PADI3,TREML1,0.1029335560252,4.59826002104371e-162
KRT83,TMEM200C,0.102900158618679,5.84751586919115e-162
TMEM200C,KRT83,0.102900158618678,5.84751586922414e-162
CYP26C1,DNTT,0.102870459815885,7.24037323836273e-162
EPS8L3,PCDHB4,0.102847894466783,8.51617996905616e-162
C2orf73,CDHR4,0.102818381299723,1.05294758763916e-161
CYP26C1,KCNH7,0.102773415427869,1.45469399534955e-161
ERFE,MYO18B,0.102756284259859,1.64524897473877e-161
MYO18B,ERFE,0.102756284259852,1.64524897482233e-161
CNR1,TAL2,0.102732513698699,1.95162172092048e-161
TAL2,CNR1,0.102732513698696,1.95162172096042e-161
TNFSF11,PCDH9,0.102731791302002,1.96177521296602e-161
PCDH9,TNFSF11,0.102731791302,1.9617752129961e-161
PADI3,HRASLS,0.102704342241893,2.38928411395591e-161
CLEC1B,C2orf88,0.102701520415154,2.43819400624687e-161
FREM2,PADI3,0.10264185672249,3.7418334519227e-161
KCNJ6,MEST,0.102624558520154,4.23638335165865e-161
MEST,KCNJ6,0.102624558520151,4.23638335175258e-161
THEM5,F2,0.102581420855888,5.77292399508128e-161
KLRF1,TYROBP,0.10257203431836,6.17494513674474e-161
TYROBP,KLRF1,0.102572034318359,6.17494513677501e-161
LY6G6F,KRT4,0.102537159321365,7.92936039912893e-161
MAPK15,IGFL1,0.102519471773721,9.0012949307794e-161
DUOXA2,SH2D1B,0.10251660413762,9.18823137407206e-161
PF4V1,CLEC1B,0.102454865726036,1.4300838020545e-160
SOST,DUOXA2,0.102425253089701,1.76796638510594e-160
GP9,SPTSSB,0.102387384052604,2.31861804431433e-160
SPTSSB,GP9,0.102387384052577,2.3186180447539e-160
KRT13,DUOXA2,0.102358249107745,2.85624359215233e-160
XK,PKLR,0.102319739691323,3.76237049386123e-160
PKLR,XK,0.102319739691252,3.76237049576988e-160
KRT222,APLNR,0.102264612153738,5.58069315449882e-160
APLNR,KRT222,0.102264612153735,5.58069315462828e-160
RHCG,FER1L5,0.102194824835092,9.18995420640046e-160
PADI3,OPRK1,0.102134287636157,1.41613120417802e-159
XK,LCE1F,0.10212249005794,1.54059015613501e-159
AC104389.5,PTPRT,0.102106593898522,1.72573222347269e-159
PTPRT,AC104389.5,0.102106593898501,1.7257322237311e-159
LCE1F,IRX4,0.102062500262337,2.36398938198059e-159
TRH,PF4V1,0.102044849830595,2.68125267845035e-159
PF4V1,TRH,0.102044849830483,2.68125268060132e-159
CYP17A1,PCSK2,0.102017105217402,3.26804979738546e-159
SLC13A5,DUOXA2,0.102005899576876,3.53994267799989e-159
DUOXA2,KLF4,0.101928655821614,6.1395988876517e-159
NXPH3,PKLR,0.101901158895305,7.46835462397801e-159
PKLR,NXPH3,0.101901158895294,7.46835462457485e-159
SST,AC104389.5,0.101831436089055,1.227061870653e-158
IRX4,SPRR2G,0.101828012334557,1.25733706205066e-158
FAM3B,AC113554.1,0.10178621641902,1.69294697268034e-158
HLA-DRA,HLA-DQA1,0.101770436838476,1.8941055250285e-158
HLA-DQA1,HLA-DRA,0.101770436838475,1.89410552504027e-158
HBE1,SLC25A21,0.101766637014483,1.94600941683151e-158
SLC25A21,HBE1,0.101766637014367,1.94600941842895e-158
ENDOU,CRNN,0.101730069245678,2.5241193831869e-158
C2orf73,BCL11A,0.101709087696871,2.93026782736446e-158
CFAP100,IGLL1,0.10170800978141,2.95281257133579e-158
ENAM,FAXDC2,0.101609109052064,5.96327682637815e-158
FAXDC2,ENAM,0.101609109052051,5.96327682692984e-158
CBFA2T3,SST,0.101591215249532,6.77143078088074e-158
LMO2,LCE1F,0.101550289601358,9.05488765203791e-158
TLR10,PLD4,0.101543020651265,9.53439080911401e-158
PLD4,TLR10,0.101543020651265,9.53439080913032e-158
ART4,LY6G6F,0.101520592194377,1.11796625312474e-157
CD207,MSMB,0.101506851032604,1.23247511948873e-157
MSMB,CD207,0.10150685103248,1.23247512057211e-157
PCSK2,SPDYC,0.101478012747419,1.51229708000926e-157
C4BPA,SPINK1,0.101443769410804,1.92804508433051e-157
SPINK1,C4BPA,0.101443769410799,1.92804508441052e-157
PRB4,CXCL17,0.101440705270233,1.97039782498325e-157
CXCL17,PRB4,0.101440705270155,1.97039782607082e-157
GPHB5,IGFL1,0.101433577124437,2.07255269652667e-157
PRSS1,LCE1F,0.101418719212652,2.30280197359214e-157
CPNE4,OPRK1,0.10134564348123,3.86522422888966e-157
CNTN6,PENK,0.101332207423765,4.25119730530054e-157
KIF18B,KIF20A,0.101304609085863,5.1689359891582e-157
KIF20A,KIF18B,0.101304609085844,5.16893598983441e-157
PPBP,BMPER,0.101304396298311,5.17673074809948e-157
BMPER,PPBP,0.101304396298306,5.17673074827387e-157
PAGE2B,PKLR,0.10124287519059,8.00209307196533e-157
PKLR,PAGE2B,0.101242875190566,8.00209307329545e-157
SST,TSPO2,0.101211196832824,1.00127598405858e-156
TRIM58,CA1,0.101123668728447,1.85940356935423e-156
CA1,TRIM58,0.10112366872842,1.85940356970114e-156
CNTN6,FAXDC2,0.101101241737412,2.1787843374038e-156
RHCG,SCG3,0.10104179026331,3.3161015277916e-156
MYH6,CCL1,0.101034945386994,3.48034889307218e-156
CCL1,MYH6,0.101034945386993,3.48034889309341e-156
CNTN6,IRX4,0.101017582850262,3.93433714858137e-156
CTSG,TPSB2,0.10097654527526,5.25644114692088e-156
TPSB2,CTSG,0.100976545275249,5.25644114733378e-156
CYP26C1,SPRR2F,0.100973098440918,5.38588839654854e-156
HIST1H4L,DUOXA2,0.100959397567854,5.93267909147852e-156
HBD,ALAS2,0.100957133189007,6.02824194782027e-156
ALAS2,HBD,0.1009571331886,6.0282419651494e-156
GAP43,SERPINB7,0.100833005520442,1.44667844149485e-155
SERPINB7,GAP43,0.100833005520382,1.44667844210099e-155
S100A12,PGLYRP1,0.10082874882303,1.49073719394971e-155
PGLYRP1,S100A12,0.100828748822853,1.49073719580504e-155
DUOXA2,HBD,0.100822194982388,1.56120618318697e-155
SMIM5,CR1L,0.100741396600424,2.75834648843475e-155
CR1L,SMIM5,0.100741396600382,2.75834648924909e-155
CCL5,GZMA,0.100716715127118,3.28183897695746e-155
GZMA,CCL5,0.100716715127114,3.28183897704782e-155
DUOXA2,ZDHHC19,0.100628223418721,6.11706861058511e-155
MARCH1,TLR10,0.100607640208547,7.06984513910988e-155
TLR10,MARCH1,0.100607640208547,7.06984513911471e-155
CCL3L1,CCL4L2,0.100595078249422,7.72273272175453e-155
CCL4L2,CCL3L1,0.100595078249417,7.72273272200194e-155
SST,FAM9C,0.100540987606303,1.12952205110414e-154
SATL1,NKX2-4,0.100501702025816,1.48855890346246e-154
GATA2,OPRK1,0.100488187499304,1.636784902755e-154
THEM5,OPRK1,0.100476773366757,1.77339559152347e-154
C17orf99,LCE3E,0.100451733492956,2.11429283654775e-154
SLC5A12,RHCG,0.100435817955992,2.36423024081326e-154
ARHGAP6,NWD1,0.100402689191176,2.98311808704242e-154
GAGE13,LCE1F,0.1003816240652,3.45829464045621e-154
GAGE2A,LCE1F,0.100381624048287,3.45829505080328e-154
KCNH7,SLC22A16,0.100377145115652,3.56869048299069e-154
LCE1F,FER1L5,0.100369467933546,3.76616213671315e-154
AC104389.5,RAP1GAP,0.100315455090554,5.50058531731204e-154
RAP1GAP,AC104389.5,0.100315455090533,5.50058531810003e-154
ITIH3,IGLL1,0.100243728943791,9.09347581738245e-154
NWD1,IDO2,0.100143374570746,1.83621382974549e-153
SST,GFI1B,0.100130342231107,2.01156383921648e-153
RNASE3,KRT31,0.100094714046619,2.58104487092975e-153
CST5,C2orf73,0.10009100924283,2.648810703355e-153
TUBA3C,MFSD2B,0.100080073155558,2.85938607145765e-153
MFSD2B,TUBA3C,0.10008007315555,2.85938607162115e-153
RNASE3,EMID1,0.100058921834524,3.31524969726849e-153
EMID1,RNASE3,0.100058921834501,3.3152496978109e-153
SHD,LINGO4,0.100010511174559,4.65053785066277e-153
LINGO4,SHD,0.100010511174545,4.65053785109676e-153
DUOXA2,IDO1,0.100003920485225,4.86977142796759e-153
SPRR2F,FLG,-0.100028368716184,4.10479638722405e-153
SPRR3,SPRR2G,-0.100107345203586,2.3627529860777e-153
ELANE,OPRK1,-0.10010904953677,2.33474615759425e-153
SST,DNAH11,-0.100240206564027,9.32067339844642e-154
GATA1,PKLR,-0.100335359391441,4.78405058347243e-154
PKLR,GATA1,-0.100335359391665,4.78405057596827e-154
MPIG6B,EPS8L3,-0.100408806713435,2.85776171211429e-154
LCE1F,NFE2,-0.100512016131729,1.38452057230369e-154
PIGR,OPRK1,-0.100624368905805,6.28517024780009e-155
KRT31,GPHB5,-0.100678079878563,4.30739144182791e-155
PRR9,C2orf73,-0.100740584905641,2.77415699092741e-155
LY6G6F,FAXDC2,-0.100908513231352,8.49496924650228e-156
PIGR,DUOXA2,-0.100964565370103,5.72021166918521e-156
CMTM5,ZNF556,-0.10108507924177,2.44239590448289e-156
ZNF556,CMTM5,-0.101085079242015,2.44239590025837e-156
SPRR2B,PF4,-0.10114662118076,1.58089875920759e-156
TAL1,SPRR2F,-0.10127544477823,6.35451256182899e-157
ANKRD34B,PCSK2,-0.101286002606824,5.89684415230897e-157
TAL1,EPS8L3,-0.101288254097824,5.80358636591288e-157
SPRR2G,CLEC17A,-0.101303933918401,5.19370897509578e-157
GATA1,IGFL1,-0.101337664864732,4.08998673094538e-157
CNTN6,CLEC17A,-0.10139679038172,2.69009839187176e-157
FLG,OPRK1,-0.101467955423973,1.62412907235644e-157
CLEC3B,LCE1F,-0.101603713506294,6.19625366028798e-158
PAGE2B,LY6G6F,-0.10162512947608,5.32181472022209e-158
CLEC1B,SMIM24,-0.101628408085166,5.19928723637285e-158
LCE1F,IGF2BP2,-0.101738352037146,2.3797227261578e-158
GPHB5,KCNH7,-0.101772012802565,1.87298628345344e-158
CD36,SPRR2F,-0.101921171274404,6.47592892211621e-159
ANKFN1,PCSK2,-0.101992691577661,3.88956267664475e-159
GAGE13,SATL1,-0.102005376799341,3.55316478511191e-159
GAGE2A,SATL1,-0.102005376806328,3.55316460805187e-159
PCSK2,RHAG,-0.102028861485126,3.00518667464981e-159
TLR9,CLEC1B,-0.102050741342341,2.57088812208376e-159
LCE1F,PENK,-0.102067798240318,2.27628768683505e-159
PADI3,PCDH8,-0.102131371385233,1.44592918218714e-159
KRT1,RHAG,-0.102268905343553,5.41198813343156e-160
RHAG,KRT1,-0.102268905343685,5.41198812833727e-160
F2,NPR1,-0.102355793194979,2.90688769151057e-160
IFIT1B,SPTA1,-0.1026507134618,3.51138423904936e-161
SPTA1,IFIT1B,-0.102650713462138,3.51138423053241e-161
RNASE3,CRNN,-0.10272881108657,2.0042237230317e-161
DUOXA2,SLC16A9,-0.102782521635662,1.36254506315071e-161
PIGR,SATL1,-0.102858614507464,7.88428416356685e-162
F2,SPTSSB,-0.102865758025203,7.48942553102928e-162
ANKS4B,TNNI1,-0.103009036133704,2.67033800713407e-162
KRT4,SPRR2G,-0.103102050992814,1.36604536145626e-162
DNTT,SLURP2,-0.103114669483075,1.24724975821031e-162
PCP4,PADI3,-0.103132410678397,1.09747065162795e-162
CRYM,KCNH7,-0.103360480430644,2.11482419946906e-163
AC113554.1,CST5,-0.103421486507434,1.36055243436759e-163
IGFL1,TAL1,-0.1035202135822,6.65991082904418e-164
GC,APOH,-0.103521154086973,6.61471985669233e-164
APOH,GC,-0.103521154086975,6.61471985660222e-164
TAL1,SST,-0.103594726898116,3.88251204024478e-164
DUOXA2,LYL1,-0.103662703895654,2.37227497739436e-164
KCNH7,PF4,-0.103690874929147,1.93401061246856e-164
PCSK2,CD8B2,-0.103709790042268,1.68610392464403e-164
IGLL1,IDO2,-0.103776971148812,1.0356263324269e-164
PCSK2,TNNT1,-0.103874770413381,5.09093117401416e-165
UTF1,AC113554.1,-0.103964003985404,2.66161115912463e-165
AC113554.1,HTR3E,-0.1040844761401,1.10790104572392e-165
C2orf73,APOA2,-0.104098886349829,9.97563176178895e-166
DNTT,WFDC5,-0.104108371523017,9.30995878884585e-166
PTCRA,LY6G6F,-0.104130766732336,7.90900401334029e-166
CSTA,DUOXA2,-0.10426477666569,2.97840846910992e-166
CA3,LCE1F,-0.104287905755524,2.51608377633819e-166
F2,C2orf73,-0.10431709471218,2.03351907859523e-166
NPR1,SPRR2F,-0.104501015577099,5.30812150751227e-167
IGLL1,CEACAM7,-0.104613795579898,2.32669533977968e-167
CRNN,ZNF556,-0.104646486727781,1.83161969280682e-167
ANKS4B,AMBP,-0.104685164326177,1.37994333418208e-167
A4GALT,CRNN,-0.104694224097837,1.2913659568038e-167
CYP26C1,NWD1,-0.104791555037334,6.32931570195756e-168
MB,LCE1F,-0.10482768865581,4.85635330477784e-168
KCNH7,PEAR1,-0.104842527208365,4.35565852101142e-168
PADI3,MAGEC2,-0.104924234482516,2.39176154986912e-168
PCSK2,HMGB3,-0.1049316786434,2.26458692368243e-168
EPB42,LCE1F,-0.104942082075102,2.09809095741559e-168
SLC22A16,CRNN,-0.105273837946645,1.83010004761649e-169
NPY,EPS8L3,-0.105309266006544,1.40976222803009e-169
RHCG,GOLGA6L7,-0.105351744330579,1.03089140947779e-169
ENDOU,CLEC1B,-0.105408527036915,6.78293803424809e-170
CRYM,DNTT,-0.105510729616704,3.19120809080639e-170
DUOXA2,COL23A1,-0.105524620820804,2.88019539082904e-170
MPIG6B,AC113554.1,-0.105641925341206,1.21093914964765e-170
CMTM5,CYP26C1,-0.106259204407593,1.24719381327715e-172
CYP26C1,CMTM5,-0.106259204408458,1.24719380525543e-172
KRT31,RHAG,-0.106304120025895,8.9305337308794e-173
SPRR2B,PF4V1,-0.106334082611652,7.14623733586746e-173
POTEI,CLEC1B,-0.106410007985674,4.0612625564451e-173
PRG2,OPRK1,-0.106423987908579,3.65976976535786e-173
KRT31,SMIM24,-0.106457459143958,2.85228021525866e-173
SPRR2B,CFAP77,-0.106480452490993,2.40326056411012e-173
SST,TMPRSS9,-0.106725084448524,3.8754118361162e-174
LCE1F,SPTA1,-0.106726902709683,3.82314414538364e-174
IGLL1,HBQ1,-0.106847577404953,1.55169278423609e-174
LY6G6F,GATA1,-0.106855249619882,1.46518515202525e-174
EPS8L3,GFI1B,-0.107156748766381,1.53256265492648e-175
PEAR1,KCNH7,-0.107169092607408,1.39706309763407e-175
TSPO2,LCE1F,-0.107176361906333,1.32293555414713e-175
DNAH11,DUOXA2,-0.107449844362186,1.6965598277655e-176
PCSK2,CSRNP3,-0.10760728085876,5.18840474064172e-177
SST,HOXD1,-0.10765642191715,3.58321700971072e-177
MAPK15,OPRK1,-0.107820584092568,1.03917186185356e-177
PADI3,GRM7,-0.107869977830379,7.15768964349782e-178
CROCC2,EPS8L3,-0.107936114697576,4.34365349544975e-178
PADI3,IDO1,-0.107966159112391,3.46154316161827e-178
MAGED4B,PCSK2,-0.108010357652404,2.478501297877e-178
PADI3,GOLGA6L7,-0.108085117819751,1.40816242225893e-178
ELANE,IGLL1,-0.108177609328631,6.99263464994895e-179
CRCT1,PADI3,-0.108196865798968,6.0438408346361e-179
DUOXA2,PCDH9,-0.108204272509855,5.71415297420234e-179
KRT31,CLEC3B,-0.108272201551265,3.41546135382587e-179
MAGEC2,EPS8L3,-0.108337829239488,2.07674333966818e-179
A4GALT,DUOXA2,-0.108339542456979,2.04993738661881e-179
IFITM5,PCSK2,-0.108412056602791,1.18261219450897e-179
GPHB5,SATL1,-0.108420930505617,1.10559488477431e-179
PADI3,PTPRT,-0.108467299664027,7.77560567712681e-180
ANKS4B,ARHGAP6,-0.10848919959689,6.58438354144194e-180
LCE3E,ARPP21,-0.108569271959773,3.58372624433577e-180
CROCC2,IGFL1,-0.108571018154527,3.53648192033832e-180
